"date_part","count"
1438538400,46
1438542000,70
1438545600,49
1438549200,51
1438552800,41
1438556400,44
1438560000,36
1438563600,30
1438567200,4
1438570800,11
1438574400,5
1438578000,4
1438581600,2
1438596000,1
1438599600,4
1438603200,8
1438606800,21
1438610400,4
1438614000,16
1438617600,13
1438621200,34
1438624800,35
1438628400,17
1438632000,30
1438635600,15
1438639200,26
1438642800,24
1438646400,10
1438650000,1
1438653600,2
1438660800,1
1438664400,5
1438668000,3
1438671600,1
1438675200,3
1438682400,1
1438686000,2
1438689600,11
1438693200,19
1438696800,24
1438700400,29
1438704000,21
1438707600,27
1438711200,31
1438714800,19
1438718400,20
1438722000,30
1438725600,58
1438729200,41
1438732800,26
1438736400,26
1438740000,8
1438743600,12
1438747200,2
1438750800,3
1438758000,2
1438768800,5
1438772400,3
1438776000,24
1438779600,25
1438783200,23
1438786800,17
1438790400,24
1438794000,29
1438797600,27
1438801200,17
1438804800,19
1438808400,28
1438812000,71
1438815600,43
1438819200,37
1438822800,26
1438826400,22
1438830000,14
1438833600,6
1438837200,3
1438848000,1
1438855200,3
1438858800,2
1438862400,15
1438866000,20
1438869600,15
1438873200,28
1438876800,19
1438880400,27
1438884000,34
1438887600,32
1438891200,32
1438894800,35
1438898400,42
1438902000,37
1438905600,34
1438909200,19
1438912800,17
1438916400,11
1438920000,13
1438923600,10
1438927200,1
1438941600,2
1438948800,16
1438952400,30
1438956000,25
1438959600,26
1438963200,29
1438966800,42
1438970400,24
1438974000,26
1438977600,36
1438981200,37
1438984800,50
1438988400,43
1438992000,22
1438995600,26
1438999200,13
1439002800,16
1439006400,1
1439010000,7
1439013600,7
1439017200,4
1439020800,2
1439028000,2
1439031600,4
1439035200,6
1439038800,11
1439042400,37
1439046000,57
1439049600,36
1439053200,61
1439056800,58
1439060400,58
1439064000,38
1439067600,39
1439071200,23
1439074800,27
1439078400,23
1439082000,24
1439085600,19
1439089200,13
1439092800,7
1439096400,8
1439100000,14
1439103600,5
1439107200,1
1439118000,2
1439121600,10
1439125200,11
1439128800,24
1439132400,31
1439136000,44
1439139600,51
1439143200,43
1439146800,61
1439150400,48
1439154000,41
1439157600,33
1439161200,40
1439164800,45
1439168400,9
1439172000,4
1439175600,10
1439179200,12
1439182800,14
1439186400,2
1439190000,5
1439193600,1
1439197200,4
1439200800,1
1439204400,1
1439208000,10
1439211600,30
1439215200,12
1439218800,11
1439222400,11
1439226000,18
1439229600,19
1439233200,15
1439236800,17
1439240400,22
1439244000,33
1439247600,24
1439251200,28
1439254800,16
1439258400,8
1439262000,4
1439265600,2
1439269200,2
1439276400,2
1439283600,1
1439287200,3
1439290800,2
1439294400,7
1439298000,23
1439301600,8
1439305200,14
1439308800,25
1439312400,19
1439316000,23
1439319600,24
1439323200,23
1439326800,24
1439330400,53
1439334000,55
1439337600,60
1439341200,44
1439344800,17
1439348400,7
1439352000,9
1439355600,4
1439359200,1
1439362800,1
1439370000,1
1439373600,5
1439377200,3
1439380800,12
1439384400,20
1439388000,17
1439391600,15
1439395200,21
1439398800,39
1439402400,22
1439406000,15
1439409600,18
1439413200,36
1439416800,32
1439420400,43
1439424000,46
1439427600,24
1439431200,11
1439434800,16
1439438400,7
1439442000,12
1439445600,1
1439460000,4
1439463600,3
1439467200,13
1439470800,26
1439474400,16
1439478000,12
1439481600,30
1439485200,36
1439488800,15
1439492400,20
1439496000,30
1439499600,32
1439503200,60
1439506800,34
1439510400,31
1439514000,21
1439517600,19
1439521200,12
1439524800,6
1439528400,3
1439532000,4
1439546400,5
1439550000,5
1439553600,8
1439557200,24
1439560800,14
1439564400,7
1439568000,27
1439571600,37
1439575200,24
1439578800,23
1439582400,39
1439586000,27
1439589600,50
1439593200,39
1439596800,33
1439600400,29
1439604000,8
1439607600,8
1439611200,10
1439614800,5
1439618400,4
1439622000,1
1439625600,4
1439632800,2
1439636400,1
1439640000,7
1439643600,12
1439647200,25
1439650800,30
1439654400,62
1439658000,52
1439661600,71
1439665200,51
1439668800,49
1439672400,53
1439676000,39
1439679600,44
1439683200,29
1439686800,27
1439690400,15
1439694000,7
1439697600,8
1439701200,7
1439704800,2
1439708400,1
1439715600,1
1439719200,1
1439722800,1
1439726400,2
1439730000,7
1439733600,16
1439737200,20
1439740800,34
1439744400,38
1439748000,37
1439751600,42
1439755200,41
1439758800,54
1439762400,41
1439766000,40
1439769600,32
1439773200,17
1439776800,11
1439780400,6
1439784000,4
1439787600,2
1439791200,8
1439805600,5
1439809200,4
1439812800,12
1439816400,22
1439820000,18
1439823600,13
1439827200,29
1439830800,35
1439834400,16
1439838000,20
1439841600,16
1439845200,29
1439848800,43
1439852400,40
1439856000,41
1439859600,38
1439863200,23
1439866800,12
1439874000,3
1439877600,4
1439881200,1
1439892000,1
1439895600,1
1439899200,4
1439902800,17
1439906400,11
1439910000,13
1439913600,12
1439917200,15
1439920800,15
1439924400,11
1439928000,9
1439931600,17
1439935200,42
1439938800,31
1439942400,32
1439946000,23
1439949600,15
1439953200,13
1439956800,4
1439960400,5
1439964000,1
1439967600,2
1439978400,3
1439982000,8
1439985600,13
1439989200,26
1439992800,13
1439996400,17
1440000000,22
1440003600,20
1440007200,27
1440010800,22
1440014400,30
1440018000,25
1440021600,57
1440025200,51
1440028800,31
1440032400,17
1440036000,17
1440039600,14
1440043200,8
1440046800,3
1440050400,6
1440054000,1
1440057600,3
1440064800,2
1440068400,2
1440072000,18
1440075600,17
1440079200,19
1440082800,9
1440086400,11
1440090000,15
1440093600,24
1440097200,10
1440100800,12
1440104400,25
1440108000,46
1440111600,60
1440115200,32
1440118800,21
1440122400,36
1440126000,27
1440129600,6
1440133200,3
1440136800,3
1440151200,5
1440154800,3
1440158400,15
1440162000,14
1440165600,23
1440169200,12
1440172800,33
1440176400,32
1440180000,26
1440183600,34
1440187200,51
1440190800,41
1440194400,60
1440198000,43
1440201600,53
1440205200,18
1440208800,22
1440212400,22
1440216000,16
1440219600,6
1440223200,8
1440226800,5
1440230400,1
1440237600,2
1440241200,2
1440244800,12
1440248400,12
1440252000,25
1440255600,66
1440259200,66
1440262800,55
1440266400,74
1440270000,79
1440273600,67
1440277200,51
1440280800,33
1440284400,35
1440288000,45
1440291600,38
1440295200,11
1440298800,5
1440302400,12
1440306000,13
1440309600,6
1440320400,1
1440331200,4
1440334800,13
1440338400,18
1440342000,28
1440345600,42
1440349200,66
1440352800,38
1440356400,55
1440360000,45
1440363600,72
1440367200,49
1440370800,51
1440374400,42
1440378000,16
1440381600,14
1440385200,7
1440388800,11
1440392400,5
1440396000,2
1440399600,8
1440403200,1
1440406800,2
1440410400,2
1440414000,2
1440417600,17
1440421200,18
1440424800,15
1440428400,6
1440432000,17
1440435600,38
1440439200,24
1440442800,26
1440446400,16
1440450000,30
1440453600,37
1440457200,51
1440460800,29
1440464400,17
1440468000,4
1440471600,1
1440475200,2
1440478800,5
1440482400,1
1440489600,1
1440496800,2
1440500400,7
1440504000,18
1440507600,26
1440511200,24
1440514800,7
1440518400,16
1440522000,17
1440525600,29
1440529200,17
1440532800,32
1440536400,28
1440540000,36
1440543600,38
1440547200,21
1440550800,19
1440554400,17
1440558000,10
1440561600,1
1440565200,2
1440583200,6
1440586800,2
1440590400,21
1440594000,20
1440597600,15
1440601200,20
1440604800,30
1440608400,33
1440612000,25
1440615600,15
1440619200,22
1440622800,22
1440626400,50
1440630000,30
1440633600,38
1440637200,7
1440640800,9
1440644400,7
1440648000,4
1440651600,1
1440655200,3
1440658800,4
1440669600,4
1440673200,7
1440676800,23
1440680400,29
1440684000,16
1440687600,12
1440691200,22
1440694800,17
1440698400,17
1440702000,33
1440705600,22
1440709200,29
1440712800,44
1440716400,41
1440720000,43
1440723600,21
1440727200,11
1440730800,3
1440734400,8
1440738000,5
1440741600,4
1440748800,2
1440756000,2
1440759600,3
1440763200,21
1440766800,25
1440770400,19
1440774000,20
1440777600,31
1440781200,34
1440784800,13
1440788400,30
1440792000,30
1440795600,39
1440799200,45
1440802800,39
1440806400,25
1440810000,20
1440813600,19
1440817200,15
1440820800,9
1440824400,6
1440828000,2
1440831600,2
1440835200,1
1440846000,3
1440849600,5
1440853200,3
1440856800,36
1440860400,40
1440864000,84
1440867600,65
1440871200,81
1440874800,64
1440878400,58
1440882000,44
1440885600,36
1440889200,28
1440892800,32
1440896400,12
1440900000,20
1440903600,33
1440907200,4
1440910800,7
1440914400,9
1440918000,6
1440921600,1
1440932400,4
1440936000,3
1440939600,2
1440943200,15
1440946800,45
1440950400,41
1440954000,36
1440957600,43
1440961200,55
1440964800,40
1440968400,43
1440972000,40
1440975600,31
1440979200,14
1440982800,23
1440986400,9
1440990000,6
1440993600,1
1441000800,6
1441004400,3
1441015200,5
1441018800,5
1441022400,15
1441026000,17
1441029600,18
1441033200,13
1441036800,8
1441040400,21
1441044000,12
1441047600,18
1441051200,17
1441054800,24
1441058400,49
1441062000,42
1441065600,23
1441069200,16
1441072800,8
1441076400,7
1441080000,5
1441083600,3
1441087200,3
1441101600,6
1441105200,10
1441108800,15
1441112400,22
1441116000,11
1441119600,11
1441123200,14
1441126800,20
1441130400,15
1441134000,13
1441137600,12
1441141200,18
1441144800,36
1441148400,40
1441152000,34
1441155600,14
1441159200,3
1441162800,6
1441166400,1
1441170000,3
1441173600,1
1441188000,4
1441191600,4
1441195200,17
1441198800,24
1441202400,19
1441206000,14
1441209600,16
1441213200,23
1441216800,22
1441220400,21
1441224000,23
1441227600,12
1441231200,35
1441234800,37
1441238400,21
1441242000,20
1441245600,7
1441249200,7
1441252800,7
1441256400,1
1441260000,6
1441274400,1
1441278000,6
1441281600,13
1441285200,31
1441288800,24
1441292400,15
1441296000,18
1441299600,23
1441303200,19
1441306800,15
1441310400,20
1441314000,28
1441317600,42
1441321200,40
1441324800,26
1441328400,17
1441332000,17
1441335600,27
1441339200,10
1441342800,3
1441360800,5
1441368000,15
1441371600,26
1441375200,25
1441378800,11
1441382400,30
1441386000,24
1441389600,17
1441393200,27
1441396800,35
1441400400,28
1441404000,37
1441407600,30
1441411200,22
1441414800,17
1441418400,6
1441422000,8
1441425600,6
1441429200,10
1441432800,3
1441436400,4
1441440000,3
1441443600,3
1441450800,3
1441454400,4
1441458000,9
1441461600,21
1441465200,35
1441468800,54
1441472400,29
1441476000,52
1441479600,39
1441483200,33
1441486800,46
1441494000,4
1441497600,9
1441501200,5
1441504800,4
1441508400,4
1441512000,4
1441515600,2
1441519200,2
1441522800,2
1441526400,2
1441537200,2
1441540800,6
1441544400,6
1441548000,23
1441551600,28
1441555200,45
1441558800,43
1441562400,60
1441566000,67
1441569600,58
1441573200,56
1441576800,59
1441580400,50
1441584000,52
1441587600,9
1441591200,14
1441594800,22
1441598400,7
1441602000,8
1441605600,4
1441609200,5
1441612800,1
1441616400,5
1441620000,1
1441623600,2
1441627200,8
1441630800,20
1441634400,32
1441638000,74
1441641600,63
1441645200,49
1441648800,59
1441652400,51
1441656000,60
1441659600,35
1441663200,35
1441666800,30
1441670400,17
1441674000,12
1441677600,5
1441681200,4
1441688400,1
1441706400,1
1441710000,8
1441713600,18
1441717200,27
1441720800,22
1441724400,21
1441728000,7
1441731600,21
1441735200,16
1441738800,13
1441742400,24
1441746000,26
1441749600,33
1441753200,41
1441756800,21
1441760400,17
1441764000,13
1441767600,4
1441771200,5
1441774800,1
1441792800,2
1441796400,7
1441800000,13
1441803600,33
1441807200,25
1441810800,9
1441814400,16
1441818000,14
1441821600,11
1441825200,20
1441828800,20
1441832400,10
1441836000,23
1441839600,6
1441843200,7
1441846800,5
1441850400,6
1441854000,5
1441857600,1
1441864800,4
1441875600,2
1441879200,2
1441882800,1
1441886400,6
1441890000,6
1441893600,3
1441897200,3
1441900800,9
1441904400,15
1441908000,16
1441911600,10
1441915200,15
1441918800,28
1441922400,40
1441926000,36
